Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM1980168v1	GCF_019801685.1	GCA_019801685.1	Halomonas sp. DP8Y7-1	2859078	OK		DP8Y7-1					GCF_019801685.1-RS_2024_12_30	2024-12-30		15	Contig	2021-08-30	JAHVIN01	15	62							Illumina	Peking University Shenzhen Institute	PRJNA682484	SAMN19953165	3899	3825	8	Halomonas	99.82	1.09
ASM2017138v1	GCA_020171385.1	GCF_020171385.1	Halomonas denitrificans	370769	Inconclusive		DP3Y115-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-23		25	Contig	2021-09-28	JAIUZN01	25	62							Illumina	Peking University Shenzhen Institute	PRJNA682484	SAMN21542874	4081	3974	32	Halomonas	99.83	1.09
ASM2017138v1	GCF_020171385.1	GCA_020171385.1	Halomonas denitrificans	370769	Inconclusive		DP3Y115-1					GCF_020171385.1-RS_2025_01_22	2025-01-22		25	Contig	2021-09-28	JAIUZN01	25	62							Illumina	Peking University Shenzhen Institute	PRJNA682484	SAMN21542874	4083	3991	17	Halomonas	99.83	1.09
ASM622811v1	GCA_006228115.1	GCF_006228115.1	Halomonas sp. BL6	2585770	Failed		BL6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-06-05		16	Scaffold	2019-06-10	VDGL01	12	58.5							Illumina HiSeq	Institute of Biotechnology, Vietnam Academy of Science and Technology	PRJNA546082	SAMN11951961	3457	3371	19	Halomonas	99.87	
ASM622811v1	GCF_006228115.1	GCA_006228115.1	Halomonas sp. BL6	2585770	Failed		BL6					GCF_006228115.1-RS_2024_08_12	2024-08-12		16	Scaffold	2019-06-10	VDGL01	12	58.5							Illumina HiSeq	Institute of Biotechnology, Vietnam Academy of Science and Technology	PRJNA546082	SAMN11951961	3467	3386	14	Halomonas	99.87	
ASM5237697v1	GCA_052376975.1	GCF_052376975.1	Halomonas sp. AOP42-C2-23	3457669	OK		AOP42-C2-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		49	Contig	2025-08-31	JBQSWJ01	49	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700071	3640	3521	52	Halomonas	98.48	2.49
ASM5237697v1	GCF_052376975.1	GCA_052376975.1	Halomonas sp. AOP42-C2-23	3457669	OK		AOP42-C2-23					GCF_052376975.1-RS_2025_09_04	2025-09-04		49	Contig	2025-08-31	JBQSWJ01	49	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700071	3640	3519	54	Halomonas	98.48	2.49
ASM3101019v1	GCA_031010195.1	GCF_031010195.1	Halomonas sp. SpR8	3050463	Inconclusive		SpR8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-21		31	Contig	2023-08-30	JAUAMC01	31	54.5							Illumina MiSeq	Universidad Tecnica Federico Santa Maria	PRJNA977240	SAMN35522119	4162	4057	23	Halomonas	99.89	2.61
ASM3101019v1	GCF_031010195.1	GCA_031010195.1	Halomonas sp. SpR8	3050463	Inconclusive		SpR8					GCF_031010195.1-RS_2024_09_14	2024-09-14		31	Contig	2023-08-30	JAUAMC01	31	54.5							Illumina MiSeq	Universidad Tecnica Federico Santa Maria	PRJNA977240	SAMN35522119	4177	4072	23	Halomonas	99.89	2.61
ASM3024712v1	GCA_030247125.1	GCF_030247125.1	Halomonas sp. LC1	3043733	Inconclusive		LC1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-02		27	Contig	2023-06-08	JASSPG01	27	58							Illumina HiSeq	Federal University of Rio de Janeiro	PRJNA962487	SAMN34403400	3402	3316	23	Halomonas	99.89	0.75
ASM3024712v1	GCF_030247125.1	GCA_030247125.1	Halomonas sp. LC1	3043733	Inconclusive		LC1					GCF_030247125.1-RS_2024_06_23	2024-06-23		27	Contig	2023-06-08	JASSPG01	27	58							Illumina HiSeq	Federal University of Rio de Janeiro	PRJNA962487	SAMN34403400	3403	3316	24	Halomonas	99.89	0.75
ASM1980217v1	GCA_019802175.1	GCF_019802175.1	Halomonas sp. DP5N14-9	2859075	OK		DP5N14-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-14		35	Contig	2021-08-30	JAHVHR01	35	64							Illumina	Peking University Shenzhen Institute	PRJNA682484	SAMN19953140	4461	4349	36	Halomonas	99.84	1.63
ASM1980217v1	GCF_019802175.1	GCA_019802175.1	Halomonas sp. DP5N14-9	2859075	OK		DP5N14-9					GCF_019802175.1-RS_2024_12_30	2024-12-30		35	Contig	2021-08-30	JAHVHR01	35	64							Illumina	Peking University Shenzhen Institute	PRJNA682484	SAMN19953140	4467	4357	34	Halomonas	99.84	1.63
ASM304576v1	GCA_003045765.1	GCF_003045765.1	Halomonas sp. SYSU XM8	2109329	OK		SYSU XM8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-03-16		65	Contig	2018-04-09	PXNT01	65	64							Illumina HiSeq	Guangdong Ocean University	PRJNA437045	SAMN08637801	4229	4088	72	Halomonas	99.41	0.8
ASM304576v1	GCF_003045765.1	GCA_003045765.1	Halomonas sp. SYSU XM8	2109329	OK		SYSU XM8					GCF_003045765.1-RS_2025_08_18	2025-08-18		65	Contig	2018-04-09	PXNT01	65	64							Illumina HiSeq	Guangdong Ocean University	PRJNA437045	SAMN08637801	4228	4126	32	Halomonas	99.41	0.8
ASM1477959v1	GCA_014779595.1	GCF_014779595.1	Halomonas sp. ML-15	2773305	Inconclusive		ML-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-09-23		83	Scaffold	2020-09-28	JACXZT01	20	63.5							Illumina	Griffith University	PRJNA664264	SAMN16203731	4496	4382	43	Halomonas	99.21	1.85
ASM1477959v1	GCF_014779595.1	GCA_014779595.1	Halomonas sp. ML-15	2773305	Inconclusive		ML-15					GCF_014779595.1-RS_2025_01_21	2025-01-21		83	Scaffold	2020-09-28	JACXZT01	20	63.5							Illumina	Griffith University	PRJNA664264	SAMN16203731	4519	4401	47	Halomonas	99.21	1.85
ASM5264535v1	GCA_052645355.1	GCF_052645355.1	Halomonas sp. V046	3459611	OK		V046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-09-10		99	Contig	2025-09-15	JBQXYF01	99	64							Illumina NovaSeq	UIB	PRJNA1313930	SAMN50913035	4482	4354	45	Halomonas	99.61	1.25
ASM5264535v1	GCF_052645355.1	GCA_052645355.1	Halomonas sp. V046	3459611	OK		V046					GCF_052645355.1-RS_2025_09_16	2025-09-16		99	Contig	2025-09-15	JBQXYF01	99	64							Illumina NovaSeq	UIB	PRJNA1313930	SAMN50913035	4485	4350	52	Halomonas	99.61	1.25
ASM165103v1	GCA_001651035.1	GCF_001651035.1	Halomonas sp. ALS9	1805819	Inconclusive		ALS9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-05-10		233	Contig	2016-05-18	LXRG01	233	54.5							Illumina	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN04893747	4409	4144	196	Halomonas	96.43	1.8
ASM165103v1	GCF_001651035.1	GCA_001651035.1	Halomonas sp. ALS9	1805819	Inconclusive		ALS9					GCF_001651035.1-RS_2025_08_18	2025-08-18		233	Contig	2016-05-18	LXRG01	233	54.5							Illumina	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN04893747	4405	4282	55	Halomonas	96.43	1.8
ASM2042830v1	GCA_020428305.1	GCF_020428305.1	Halomonas sp. SBBP1	2599306	Inconclusive		SBBP1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-07-31		49	Contig	2021-10-12	VOGA01	49	55							IonTorrent	Bose Institute	PRJNA309469	SAMN12368305	4597	4365	165	Halomonas	96.9	1.15
ASM2042830v1	GCF_020428305.1	GCA_020428305.1	Halomonas sp. SBBP1	2599306	Inconclusive		SBBP1					GCF_020428305.1-RS_2025_01_29	2025-01-29		49	Contig	2021-10-12	VOGA01	49	55							IonTorrent	Bose Institute	PRJNA309469	SAMN12368305	4645	4484	96	Halomonas	96.9	1.15
ASM62058v1	GCA_000620585.1	GCF_000620585.1	Halomonas sp. 19A_GOM-1509m	1380377	Failed		19A_GOM-1509m								40	Scaffold	2014-04-08	JIAY01	35	54.5							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA213765	SAMN02743942				Halomonas	99.39	0.37
ASM62058v1	GCF_000620585.1	GCA_000620585.1	Halomonas sp. 19A_GOM-1509m	1380377	Failed		19A_GOM-1509m					GCF_000620585.1-RS_2025_08_25	2025-08-25		40	Scaffold	2014-04-08	JIAY01	35	54.5							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA213765	SAMN02743942	5001	4903	36	Halomonas	99.39	0.37
ASM3666343v1	GCA_036663435.1	GCF_036663435.1	Halomonas sp. 5021	3082156	Failed		5021					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-12		41	Contig	2024-02-16	JAXOVU01	41	57							Illumina	State Key Laboratory of Microbial Technology, Marine Biotechnology Research Center	PRJNA1030168	SAMN37890552	3874	3782	24	Halomonas	99.17	1.25
ASM3666343v1	GCF_036663435.1	GCA_036663435.1	Halomonas sp. 5021	3082156	Failed		5021					GCF_036663435.1-RS_2025_08_26	2025-08-26		41	Contig	2024-02-16	JAXOVU01	41	57							Illumina	State Key Laboratory of Microbial Technology, Marine Biotechnology Research Center	PRJNA1030168	SAMN37890552	3887	3794	23	Halomonas	99.17	1.25
ASM283649v1	GCA_002836495.1	GCF_002836495.1	Halomonas sp. Choline-3u-9	2058313	Failed		Choline-3u-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-12-07		60	Contig	2017-12-12	PJBI01	60	54.5							Illumina MiSeq	University of Alaska Fairbanks	PRJNA420923	SAMN08125758	4915	4740	111	Halomonas	99.39	0.75
ASM283649v1	GCF_002836495.1	GCA_002836495.1	Halomonas sp. Choline-3u-9	2058313	Failed		Choline-3u-9					GCF_002836495.1-RS_2025_08_25	2025-08-25		60	Contig	2017-12-12	PJBI01	60	54.5							Illumina MiSeq	University of Alaska Fairbanks	PRJNA420923	SAMN08125758	4927	4826	37	Halomonas	99.39	0.75
ASM765504v1	GCA_007655045.1	GCF_007655045.1	Halomonas sp. C22	2580567	Failed		C22								30	Scaffold	2019-07-30	VBVC01	26	60							Illumina HiSeq	Institute of Biotechnology, Vietnam Academy of Science and Technology	PRJNA543183	SAMN11656172				Halomonas	99.09	0.92
ASM765504v1	GCF_007655045.1	GCA_007655045.1	Halomonas sp. C22	2580567	Failed		C22					GCF_007655045.1-RS_2025_09_30	2025-09-30		30	Scaffold	2019-07-30	VBVC01	26	60							Illumina HiSeq	Institute of Biotechnology, Vietnam Academy of Science and Technology	PRJNA543183	SAMN11656172	3708	3617	19	Halomonas	99.09	0.92
ASM3070845v1	GCA_030708455.1	GCF_030708455.1	Halomonas sp. SSL-5	3065855	OK		SSL-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-08		27	Contig	2023-08-10	JAUYWF01	27	67							Illumina NovaSeq	Griffith University	PRJNA956999	SAMN34238072	3267	3193	9	Halomonas	99.61	1.42
ASM3070845v1	GCF_030708455.1	GCA_030708455.1	Halomonas sp. SSL-5	3065855	OK		SSL-5					GCF_030708455.1-RS_2025_02_11	2025-02-11		27	Contig	2023-08-10	JAUYWF01	27	67							Illumina NovaSeq	Griffith University	PRJNA956999	SAMN34238072	3268	3190	13	Halomonas	99.61	1.42
ASM3344668v1	GCA_033446685.1	GCF_033446685.1	Halomonas sp. HP20-15	3085901	Inconclusive		HP20-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-03		56	Contig	2023-11-08	JAWQLY01	56	64.5							Illumina NovaSeq	Pavol Jozef Safarik University in Kosice, Faculty of Science	PRJNA1033439	SAMN38033707	3768	3682	16	Halomonas	98.54	1.84
ASM3344668v1	GCF_033446685.1	GCA_033446685.1	Halomonas sp. HP20-15	3085901	Inconclusive		HP20-15					GCF_033446685.1-RS_2025_01_24	2025-01-24		56	Contig	2023-11-08	JAWQLY01	56	64.5							Illumina NovaSeq	Pavol Jozef Safarik University in Kosice, Faculty of Science	PRJNA1033439	SAMN38033707	3775	3669	36	Halomonas	98.54	1.84
ASM5237852v1	GCA_052378525.1	GCF_052378525.1	Halomonas sp. AOP27-A1-34	3457708	OK		AOP27-A1-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		48	Contig	2025-08-31	JBQSXU01	48	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700074	3663	3558	40	Halomonas	98.48	1.74
ASM5237852v1	GCF_052378525.1	GCA_052378525.1	Halomonas sp. AOP27-A1-34	3457708	OK		AOP27-A1-34					GCF_052378525.1-RS_2025_09_04	2025-09-04		48	Contig	2025-08-31	JBQSXU01	48	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700074	3662	3550	47	Halomonas	98.48	1.74
ASM5237906v1	GCA_052379065.1	GCF_052379065.1	Halomonas sp. AOP14-E2-s-20	3457720	OK		AOP14-E2-s-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		43	Contig	2025-08-31	JBQSYG01	43	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700076	3597	3492	39	Halomonas	98.48	1.82
ASM5237906v1	GCF_052379065.1	GCA_052379065.1	Halomonas sp. AOP14-E2-s-20	3457720	OK		AOP14-E2-s-20					GCF_052379065.1-RS_2025_09_04	2025-09-04		43	Contig	2025-08-31	JBQSYG01	43	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700076	3596	3489	41	Halomonas	98.48	1.82
ASM5244621v1	GCA_052446215.1	GCF_052446215.1	Halomonas sp. AOP43-D1-12	3457660	OK		AOP43-D1-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		58	Contig	2025-08-31	JBQSWA01	58	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700069	3646	3524	56	Halomonas	98.48	2.49
ASM5244621v1	GCF_052446215.1	GCA_052446215.1	Halomonas sp. AOP43-D1-12	3457660	OK		AOP43-D1-12					GCF_052446215.1-RS_2025_09_04	2025-09-04		58	Contig	2025-08-31	JBQSWA01	58	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700069	3646	3522	58	Halomonas	98.48	2.49
ASM5244615v1	GCA_052446155.1	GCF_052446155.1	Halomonas sp. AOP43-F2-13	3457657	OK		AOP43-F2-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		51	Contig	2025-08-31	JBQSVX01	51	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700068	3646	3524	56	Halomonas	98.48	2.11
ASM5244615v1	GCF_052446155.1	GCA_052446155.1	Halomonas sp. AOP43-F2-13	3457657	OK		AOP43-F2-13					GCF_052446155.1-RS_2025_09_04	2025-09-04		51	Contig	2025-08-31	JBQSVX01	51	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700068	3646	3522	58	Halomonas	98.48	2.11
ASM5237676v1	GCA_052376765.1		Halomonas sp. AOP42-E1-40	3457663	OK		AOP42-E1-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		51	Contig	2025-08-31	JBQSWD01	51	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700070	3744	3622	55	Halomonas	98.48	2.13
ASM5121690v1	GCA_051216905.1	GCF_051216905.1	Halomonas salsilacus	3440841	OK		RA08-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-06-30		47	Scaffold	2025-07-05	JBPKAR01	41	66							Illumina Novaseq 6000	Zunyi Medical University	PRJNA1280485	SAMN49523871	3448	3326	47	Halomonas	98.36	1.42
ASM5121690v1	GCF_051216905.1	GCA_051216905.1	Halomonas salsilacus	3440841	OK		RA08-2					GCF_051216905.1-RS_2025_07_07	2025-07-07		47	Scaffold	2025-07-05	JBPKAR01	41	66							Illumina Novaseq 6000	Zunyi Medical University	PRJNA1280485	SAMN49523871	3449	3321	53	Halomonas	98.36	1.42
ASM51832v1	GCA_000518325.1	GCF_000518325.1	Halomonas sp. 23_GOM-1509m	1380358	Failed		23_GOM-1509m								42	Scaffold	2014-01-13	JADJ01	34	54.5							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA213795	SAMN02584988				Halomonas	99.39	0.37
ASM51832v1	GCF_000518325.1	GCA_000518325.1	Halomonas sp. 23_GOM-1509m	1380358	Failed		23_GOM-1509m					GCF_000518325.1-RS_2025_08_25	2025-08-25		42	Scaffold	2014-01-13	JADJ01	34	54.5							Illumina HiSeq 2000	DOE Joint Genome Institute	PRJNA213795	SAMN02584988	4999	4900	32	Halomonas	99.39	0.37
ASM2234812v1	GCA_022348125.1	GCF_022348125.1	Halomonas sp. McD50-5	2917739	Failed		McD50-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		46	Contig	2022-02-20	JAKRFH01	46	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860341	3667	3567	31	Halomonas	99.52	0.56
ASM2234812v1	GCF_022348125.1	GCA_022348125.1	Halomonas sp. McD50-5	2917739	Failed		McD50-5					GCF_022348125.1-RS_2024_05_08	2024-05-08		46	Contig	2022-02-20	JAKRFH01	46	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860341	3675	3578	28	Halomonas	99.52	0.56
ASM2234813v1	GCA_022348135.1	GCF_022348135.1	Halomonas sp. McD50-4	2917738	Failed		McD50-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		46	Contig	2022-02-20	JAKRFG01	46	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860340	3666	3566	31	Halomonas	99.52	0.56
ASM2234813v1	GCF_022348135.1	GCA_022348135.1	Halomonas sp. McD50-4	2917738	Failed		McD50-4					GCF_022348135.1-RS_2024_05_07	2024-05-07		46	Contig	2022-02-20	JAKRFG01	46	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860340	3676	3580	27	Halomonas	99.52	0.56
ASM2412470v1	GCA_024124705.1	GCF_024124705.1	Halomonas sp. Mc5H-6	2954500	Inconclusive		Mc5H-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-27		36	Contig	2022-07-02	JAMXSI01	36	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN29243490	3666	3571	24	Halomonas	98.98	0.06
ASM2412470v1	GCF_024124705.1	GCA_024124705.1	Halomonas sp. Mc5H-6	2954500	Inconclusive		Mc5H-6					GCF_024124705.1-RS_2024_07_14	2024-07-14		36	Contig	2022-07-02	JAMXSI01	36	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN29243490	3675	3583	21	Halomonas	98.98	0.06
ASM305632v1	GCA_003056325.1	GCF_003056325.1	Halomonas sp. BN3-1	2082393	OK		BN3-1								76	Scaffold	2018-04-18	PYVV01	73	64							Illumina HiSeq	Zhejiang Wanli University	PRJNA445340	SAMN08779778				Halomonas	99.65	0.83
ASM305632v1	GCF_003056325.1	GCA_003056325.1	Halomonas sp. BN3-1	2082393	OK		BN3-1					GCF_003056325.1-RS_2024_05_14	2024-05-14		76	Scaffold	2018-04-18	PYVV01	73	64							Illumina HiSeq	Zhejiang Wanli University	PRJNA445340	SAMN08779778	4475	4360	31	Halomonas	99.65	0.83
ASM593717v1	GCA_005937175.1	GCF_005937175.1	Halomonas sp. ATBC28	2545264	Failed		ATBC28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-05-29		238	Contig	2019-06-03	VCQL01	238	54.5							Illumina MiSeq	University of Warwick	PRJNA525098	SAMN11041867	5241	5000	156	Halomonas	99.52	3.07
ASM593717v1	GCF_005937175.1	GCA_005937175.1	Halomonas sp. ATBC28	2545264	Failed		ATBC28					GCF_005937175.1-RS_2024_06_11	2024-06-11		238	Contig	2019-06-03	VCQL01	238	54.5							Illumina MiSeq	University of Warwick	PRJNA525098	SAMN11041867	5215	5037	95	Halomonas	99.52	3.07
ASM301194v1	GCA_003011945.1	GCF_003011945.1	Halomonas sp. ND22Bw	2054178	OK		ND22Bw					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-03-14		1971	Contig	2018-03-20	PXWD01	1971	67.5							Illumina NextSeq 500	ARIBAS	PRJNA418749	SAMN08032681	5040	4860	93	Halomonas	99.88	6.46
ASM301194v1	GCF_003011945.1	GCA_003011945.1	Halomonas sp. ND22Bw	2054178	OK		ND22Bw					GCF_003011945.1-RS_2024_08_07	2024-08-07		1971	Contig	2018-03-20	PXWD01	1971	67.5							Illumina NextSeq 500	ARIBAS	PRJNA418749	SAMN08032681	4897	4474	346	Halomonas	99.88	6.46
ASM5244617v1	GCA_052446175.1	GCF_052446175.1	Halomonas sp. AOP43-D1-4	3457658	OK		AOP43-D1-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		57	Contig	2025-08-31	JBQSVY01	57	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700051	3549	3423	59	Halomonas	98.93	2.4
ASM5244617v1	GCF_052446175.1	GCA_052446175.1	Halomonas sp. AOP43-D1-4	3457658	OK		AOP43-D1-4					GCF_052446175.1-RS_2025_09_04	2025-09-04		57	Contig	2025-08-31	JBQSVY01	57	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700051	3553	3423	63	Halomonas	98.93	2.4
ASM1486149v1	GCA_014861495.1	GCF_014861495.1	Halomonas casei	2742613	OK		FME1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-07-23		57	Contig	2020-10-07	RRZD01	57	54							Illumina HiSeq	INRA	PRJNA501839	SAMN10346434	3585	3458	76	Halomonas	98.48	2.11
ASM1486149v1	GCF_014861495.1	GCA_014861495.1	Halomonas casei	2742613	OK		FME1					GCF_014861495.1-RS_2026_01_27	2026-01-27		57	Contig	2020-10-07	RRZD01	57	54							Illumina HiSeq	INRA	PRJNA501839	SAMN10346434	3608	3488	70	Halomonas	98.48	2.11
ASM5237791v1	GCA_052377915.1	GCF_052377915.1	Halomonas sp. AOP31-E2-25	3457691	OK		AOP31-E2-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		79	Contig	2025-08-31	JBQSXE01	79	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700052	3608	3491	52	Halomonas	98.91	0.37
ASM5237791v1	GCF_052377915.1	GCA_052377915.1	Halomonas sp. AOP31-E2-25	3457691	OK		AOP31-E2-25					GCF_052377915.1-RS_2025_09_04	2025-09-04		79	Contig	2025-08-31	JBQSXE01	79	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700052	3609	3490	54	Halomonas	98.91	0.37
ASM3184594v1	GCA_031845945.1	GCF_031845945.1	Halomonas sp. PAR8	3075515	OK		PAR8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-18		61	Contig	2023-09-23	JAVRGA01	61	64							Illumina NovaSeq	Griffith University	PRJNA1016160	SAMN37370167	3519	3433	23	Halomonas	98.81	0.88
ASM3184594v1	GCF_031845945.1	GCA_031845945.1	Halomonas sp. PAR8	3075515	OK		PAR8					GCF_031845945.1-RS_2024_12_20	2024-12-20		61	Contig	2023-09-23	JAVRGA01	61	64							Illumina NovaSeq	Griffith University	PRJNA1016160	SAMN37370167	3532	3434	35	Halomonas	98.81	0.88
ASM2140435v1	GCA_021404355.1	GCF_021404355.1	Halomonas sp. MCCC 1A11062	2733485	Failed		MCCC 1A11062					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-05-14		105	Contig	2022-01-10	JABFTW01	105	64							Illumina MiSeq	The Third Institute of Oceanography, Ministry of Natural Resources of PR China	PRJNA630524	SAMN14838972	4595	4465	46	Halomonas	99.24	1.91
ASM2140435v1	GCF_021404355.1	GCA_021404355.1	Halomonas sp. MCCC 1A11062	2733485	Failed		MCCC 1A11062					GCF_021404355.1-RS_2024_05_20	2024-05-20		105	Contig	2022-01-10	JABFTW01	105	64							Illumina MiSeq	The Third Institute of Oceanography, Ministry of Natural Resources of PR China	PRJNA630524	SAMN14838972	4601	4482	35	Halomonas	99.24	1.91
ASM985649v1	GCA_009856495.1	GCF_009856495.1	Halomonas sp. 22501_18_FS	2665505	Inconclusive		22501_18_FS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-11-20		32	Contig	2020-01-10	WMFD01	32	62							Illumina HiSeq	UC Davis	PRJNA587497	SAMN13191864	3096	3021	20	Halomonas	86.47	4.52
ASM985649v1	GCF_009856495.1	GCA_009856495.1	Halomonas sp. 22501_18_FS	2665505	Inconclusive		22501_18_FS					GCF_009856495.1-RS_2024_07_02	2024-07-02		32	Contig	2020-01-10	WMFD01	32	62							Illumina HiSeq	UC Davis	PRJNA587497	SAMN13191864	3106	3038	13	Halomonas	86.47	4.52
ASM5237597v1	GCA_052375975.1		Halomonas sp. TP35	3457631	OK		TP35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		54	Contig	2025-08-31	JBQSUZ01	54	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700046	3602	3497	41	Halomonas	98.72	0.53
ASM1861280v1	GCA_018612805.1	GCF_018612805.1	Halomonas sp. ISL-56	2819149	Inconclusive		ISL-56					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-03-27		36	Scaffold	2021-06-01	JAGGRO01	35	54							Illumina GAIIx	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN18299037	4472	4352	60	Halomonas	93.75	0.76
ASM1861280v1	GCF_018612805.1	GCA_018612805.1	Halomonas sp. ISL-56	2819149	Inconclusive		ISL-56					GCF_018612805.1-RS_2024_06_27	2024-06-27		36	Scaffold	2021-06-01	JAGGRO01	35	54							Illumina GAIIx	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	PRJNA291433	SAMN18299037	4486	4390	36	Halomonas	93.75	0.76
